invoice_number,invoice_date,order_date,order_type,order_quantity,shipped_quantity,sales_amount,unit_price,customer_id,customer_location,customer_department,customer_province,item_id,item_description,item_department,item_section,item_group,warehouse_number,warehouse_name,warehouse_region_name,vendor_number,vendor_name,supplier_id,supplier_name
1917323,2020-07-05,2020-07-03,REGULAR,1,1,14.97,14.97,248,1,0,CALIFORNIA,823161,FRESH EXPRESS  VEGGIE        312G  ,30,85,605,905,MISSOURI FOOD WAREHOUSE,MISSOURI,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
6590416,2018-10-17,2018-10-16,REGULAR,2,2,39.9,19.95,10221,1,0,ARIZONA,728139,FRESH EXPRESS CAESAR SALAD KIT     ,30,85,605,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3113,FRESH EXPRESS,98832972,THE PRODUCE CLUB
6430144,2019-11-10,2019-11-10,REGULAR,1,1,19.95,19.95,10632,1,0,ARIZONA,758268,FRESH EXPRESS  BACON      CEASAR   ,30,85,605,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3113,FRESH EXPRESS,98832972,THE PRODUCE CLUB
3652734,2018-09-25,2018-09-25,REGULAR,1,1,13.53,13.53,10625,1,0,TEXAS,823195,FRESH EXPRESS  HRT ROMAIN    255G  ,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
5374281,2020-05-05,2020-05-04,REGULAR,4,4,79.8,19.95,2472,1,0,FLORIDA,758268,FRESH EXPRESS  BACON      CEASAR   ,30,85,605,903,OHIO FOOD WAREHOUSE,OHIO,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
6262799,2018-05-02,2018-05-01,REGULAR,1,1,9.95,9.95,4106,1,0,ARIZONA,728600,FRESH EXPRESS SHREDDED LETTUCE     ,30,85,605,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3113,FRESH EXPRESS,98832972,THE PRODUCE CLUB
6404912,2018-07-13,2018-07-12,REGULAR,2,2,41.5,20.75,10140,13,0,ARIZONA,758268,FRESH EXPRESS  BACON      CEASAR   ,30,85,605,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3113,FRESH EXPRESS,98832972,THE PRODUCE CLUB
5724288,2018-04-05,2018-04-04,REGULAR,1,1,14.95,14.95,1662,1,0,ARIZONA,823120,FRESH EXPRESS  AMERICAN   312G     ,30,85,605,903,OHIO FOOD WAREHOUSE,OHIO,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
1915559,2020-07-01,2020-06-29,REGULAR,1,1,27.69,27.69,230,2,0,CALIFORNIA,823104,FRESH EXPRESS  SPINACH    227G     ,30,85,605,905,MISSOURI FOOD WAREHOUSE,MISSOURI,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
5209683,2019-09-13,2019-09-12,REGULAR,1,1,14.67,14.67,10276,1,0,ARIZONA,823161,FRESH EXPRESS  VEGGIE        312G  ,30,85,605,903,OHIO FOOD WAREHOUSE,OHIO,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
3684361,2018-11-08,2018-11-07,REGULAR,2,2,32.46,16.23,382,1,0,TEXAS,822973,FRESH EXPRESS  3 COLOR    397 G    ,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
5479887,2020-09-16,2020-09-16,REGULAR,1,1,20.95,20.95,11012,1,0,ARIZONA,319848,F EXPRESS SALS  ENSALADA  SALAD KIT,30,85,605,903,OHIO FOOD WAREHOUSE,OHIO,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
6361879,2019-10-06,2019-10-05,REGULAR,1,1,15.95,15.95,1488,1,0,ARIZONA,823161,FRESH EXPRESS  VEGGIE        312G  ,30,85,605,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3113,FRESH EXPRESS,98832972,THE PRODUCE CLUB
6510421,2019-12-27,2019-12-27,REGULAR,2,2,39.9,19.95,10632,1,0,ARIZONA,758268,FRESH EXPRESS  BACON      CEASAR   ,30,85,605,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3113,FRESH EXPRESS,98832972,THE PRODUCE CLUB
5882383,2018-11-25,2018-11-24,REGULAR,1,1,16.98,16.98,2359,1,0,MICHIGAN,666925,FRESH EXPRESS  SOUTHWEST  SALAD KIT,30,85,605,903,OHIO FOOD WAREHOUSE,OHIO,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
1678807,2019-01-17,2019-01-14,REGULAR,1,1,16.95,16.95,10512,1,0,GEORGIA,414250,FRESH EXPRESS  PEAR  AND  GORGONZLA,30,85,605,905,MISSOURI FOOD WAREHOUSE,MISSOURI,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
3504001,2018-02-14,2018-02-14,REGULAR,2,2,37.98,18.99,5522,1,0,TEXAS,728139,FRESH EXPRESS CAESAR SALAD KIT     ,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
6907561,2018-03-05,2018-03-04,REGULAR,1,1,19.95,19.95,4115,1,0,ARIZONA,728139,FRESH EXPRESS CAESAR SALAD KIT     ,30,85,605,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3113,FRESH EXPRESS,98832972,THE PRODUCE CLUB
3102517,2019-11-26,2019-11-26,REGULAR,1,0,0.0,0.0,627,1,0,CALIFORNIA,666941,FRESH EXPRESS   CHOPPED   ASIAN KIT,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
5123865,2019-05-03,2019-05-02,REGULAR,3,3,62.85,20.95,10622,1,0,ARIZONA,728196,FRESH EXPRESS CAESAR SUPREME KIT   ,30,85,605,903,OHIO FOOD WAREHOUSE,OHIO,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
1550735,2018-04-30,2018-04-29,REGULAR,2,2,27.04,13.52,10983,1,0,CALIFORNIA,728220,FRESH EXPRESS SPRING MIX NO SPINACH,30,85,605,905,MISSOURI FOOD WAREHOUSE,MISSOURI,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
6844639,2018-02-01,2018-02-01,REGULAR,4,4,62.0,15.5,4113,1,0,ARIZONA,822973,FRESH EXPRESS  3 COLOR    397 G    ,30,85,605,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3113,FRESH EXPRESS,98832972,THE PRODUCE CLUB
3568287,2018-05-20,2018-05-19,REGULAR,1,1,16.23,16.23,5625,1,0,TEXAS,822973,FRESH EXPRESS  3 COLOR    397 G    ,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
3451216,2017-11-20,2017-11-20,REGULAR,1,1,14.98,14.98,6625,1,0,TEXAS,823195,FRESH EXPRESS  HRT ROMAIN    255G  ,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
5642986,2017-11-02,2017-11-02,REGULAR,4,4,62.0,15.5,2082,1,0,ARIZONA,946350,FRESH EXPRESS GARDEN SALAD ZIP 12OZ,30,85,605,903,OHIO FOOD WAREHOUSE,OHIO,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
3601045,2018-07-10,2018-07-10,REGULAR,-1,-1,-8.49,8.49,7379,1,0,TEXAS,758268,FRESH EXPRESS  BACON      CEASAR   ,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
5320450,2020-02-28,2020-02-27,REGULAR,1,1,15.95,15.95,2472,1,0,FLORIDA,182253,FRESH EXPRESS  LEAFY GRN  ROMAINE  ,30,85,605,903,OHIO FOOD WAREHOUSE,OHIO,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
3835475,2019-07-08,2019-07-08,REGULAR,1,1,17.99,17.99,10688,1,0,TEXAS,946350,FRESH EXPRESS GARDEN SALAD ZIP 12OZ,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
6287319,2018-05-13,2018-05-12,REGULAR,1,1,14.95,14.95,16081,1,0,ARIZONA,667790,FRESH EXPRESS  BABY KALE  MIX 141GR,30,85,634,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3113,FRESH EXPRESS,98832972,THE PRODUCE CLUB
3582920,2018-06-10,2018-06-09,REGULAR,1,1,19.99,19.99,2238,1,0,TEXAS,666941,FRESH EXPRESS   CHOPPED   ASIAN KIT,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
3882079,2019-09-19,2019-09-18,REGULAR,1,1,15.98,15.98,10368,1,0,TEXAS,823187,FRSH EXP GREEN CRISP 11OZ 312G     ,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
6981528,2019-05-14,2019-05-13,REGULAR,1,1,26.95,26.95,4102,1,0,ARIZONA,385468,FRESH EXPRESS  SPINACH    CLAMSHELL,30,85,634,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3113,FRESH EXPRESS,98832972,THE PRODUCE CLUB
6389001,2019-10-20,2019-10-20,REGULAR,1,1,15.95,15.95,4084,1,0,ARIZONA,823138,FRESH EXPRESS  SWEET BTR  170G     ,30,85,605,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3113,FRESH EXPRESS,98832972,THE PRODUCE CLUB
6877987,2019-03-24,2019-03-23,REGULAR,2,2,31.9,15.95,16281,1,0,ARIZONA,823195,FRESH EXPRESS  HRT ROMAIN    255G  ,30,85,605,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3113,FRESH EXPRESS,98832972,THE PRODUCE CLUB
5228954,2019-10-11,2019-10-10,REGULAR,1,1,9.66,9.66,10681,1,0,ARIZONA,728600,FRESH EXPRESS SHREDDED LETTUCE     ,30,85,605,903,OHIO FOOD WAREHOUSE,OHIO,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
3350001,2020-11-06,2020-11-04,REGULAR,2,0,0.0,0.0,2205,1,0,TEXAS,728139,FRESH EXPRESS CAESAR SALAD KIT     ,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
6773600,2017-12-20,2017-12-19,REGULAR,1,1,24.95,24.95,15621,1,0,ARIZONA,823104,FRESH EXPRESS  SPINACH    227G     ,30,85,605,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3113,FRESH EXPRESS,98832972,THE PRODUCE CLUB
3642625,2018-09-11,2018-09-10,REGULAR,2,2,39.96,19.98,10672,22,0,CALIFORNIA,728139,FRESH EXPRESS CAESAR SALAD KIT     ,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
6573782,2018-10-10,2018-10-10,REGULAR,-1,-1,-2.83,2.83,10387,1,0,ARIZONA,758268,FRESH EXPRESS  BACON      CEASAR   ,30,85,605,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3113,FRESH EXPRESS,98832972,THE PRODUCE CLUB
5923752,2019-01-30,2019-01-29,REGULAR,1,1,14.95,14.95,11011,4,0,ARIZONA,823195,FRESH EXPRESS  HRT ROMAIN    255G  ,30,85,605,903,OHIO FOOD WAREHOUSE,OHIO,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
6825722,2018-01-22,2018-01-19,REGULAR,1,1,20.79,20.79,10140,16,0,MICHIGAN,319848,F EXPRESS SALS  ENSALADA  SALAD KIT,30,85,605,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3113,FRESH EXPRESS,98832972,THE PRODUCE CLUB
1739235,2019-05-30,2019-05-30,REGULAR,2,2,41.96,20.98,151,1,0,CALIFORNIA,758268,FRESH EXPRESS  BACON      CEASAR   ,30,85,605,905,MISSOURI FOOD WAREHOUSE,MISSOURI,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
5951650,2019-03-15,2019-03-14,REGULAR,2,2,31.9,15.95,2472,1,0,FLORIDA,823153,FRESH EXPRESS  BABY SPIN     142G  ,30,85,605,903,OHIO FOOD WAREHOUSE,OHIO,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
5524686,2020-11-10,2020-11-09,REGULAR,2,2,41.9,20.95,4514,1,0,ARIZONA,666925,FRESH EXPRESS  SOUTHWEST  SALAD KIT,30,85,605,903,OHIO FOOD WAREHOUSE,OHIO,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
3840500,2019-07-17,2019-07-16,REGULAR,4,4,85.16,21.29,5622,4,0,TEXAS,822973,FRESH EXPRESS  3 COLOR    397 G    ,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
6554668,2018-09-27,2018-09-27,REGULAR,1,1,26.5,26.5,15621,1,0,ARIZONA,823104,FRESH EXPRESS  SPINACH    227G     ,30,85,605,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3113,FRESH EXPRESS,98832972,THE PRODUCE CLUB
3495729,2018-02-05,2018-02-05,REGULAR,-1,-1,-6.66,6.66,6275,1,0,TEXAS,758268,FRESH EXPRESS  BACON      CEASAR   ,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
3504002,2018-02-14,2018-02-14,REGULAR,3,3,48.69,16.23,5530,1,0,TEXAS,822973,FRESH EXPRESS  3 COLOR    397 G    ,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
5665207,2017-12-15,2017-12-14,REGULAR,2,2,32.4,16.2,1159,1,0,ARIZONA,822973,FRESH EXPRESS  3 COLOR    397 G    ,30,85,605,903,OHIO FOOD WAREHOUSE,OHIO,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
3355358,2020-11-12,2020-11-10,REGULAR,1,1,20.99,20.99,4191,1,0,TEXAS,728139,FRESH EXPRESS CAESAR SALAD KIT     ,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
1921607,2020-07-15,2020-07-14,NON SALEABLE,17,17,0.0,0.0,15962,2,0,CALIFORNIA,823161,FRESH EXPRESS  VEGGIE        312G  ,30,85,605,905,MISSOURI FOOD WAREHOUSE,MISSOURI,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
3448939,2017-11-16,2017-11-16,REGULAR,1,1,9.97,9.97,10625,1,0,TEXAS,728600,FRESH EXPRESS SHREDDED LETTUCE     ,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
3322186,2020-10-01,2020-09-30,REGULAR,8,8,92.0,11.5,10688,1,0,TEXAS,822973,FRESH EXPRESS  3 COLOR    397 G    ,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
5804468,2018-08-08,2018-08-04,REGULAR,1,1,16.95,16.95,530,1,0,FLORIDA,758268,FRESH EXPRESS  BACON      CEASAR   ,30,85,605,903,OHIO FOOD WAREHOUSE,OHIO,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
5751008,2018-05-17,2018-05-17,REGULAR,5,0,0.0,0.0,2082,1,0,ARIZONA,728196,FRESH EXPRESS CAESAR SUPREME KIT   ,30,85,605,903,OHIO FOOD WAREHOUSE,OHIO,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
1663054,2018-12-12,2018-12-11,REGULAR,1,0,0.0,0.0,5934,1,0,TEXAS,319848,F EXPRESS SALS  ENSALADA  SALAD KIT,30,85,605,905,MISSOURI FOOD WAREHOUSE,MISSOURI,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
6495101,2018-08-29,2018-08-28,REGULAR,1,1,14.95,14.95,16016,1,0,ARIZONA,823195,FRESH EXPRESS  HRT ROMAIN    255G  ,30,85,605,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3113,FRESH EXPRESS,98832972,THE PRODUCE CLUB
5202539,2019-09-03,2019-09-02,REGULAR,8,8,207.92,25.99,10435,1,0,ARIZONA,823104,FRESH EXPRESS  SPINACH    227G     ,30,85,605,903,OHIO FOOD WAREHOUSE,OHIO,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
3554092,2018-04-30,2018-04-30,REGULAR,1,1,19.99,19.99,4190,1,0,TEXAS,968230,FRESH EXPRESS  GREEK YOG  KIT      ,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
6601903,2020-02-20,2020-02-19,REGULAR,1,1,20.95,20.95,4094,1,0,ARIZONA,728998,FRESH EXPRESS ASIAN SUPREME KIT    ,30,85,605,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3113,FRESH EXPRESS,98832972,THE PRODUCE CLUB
3156812,2020-02-24,2020-02-22,REGULAR,1,1,20.99,20.99,5780,1,0,TEXAS,728196,FRESH EXPRESS CAESAR SUPREME KIT   ,30,85,605,904,TEXAS FOOD WAREHOUSE,TEXAS,3113,FRESH EXPRESS,98832971,THE GROCERY GROUP
5801066,2018-08-03,2018-08-01,REGULAR,1,1,62.3,62.3,2312,1,64,ARIZONA,227256,COOP GOLD CKD WHITE SHRP  40-44/BAG,30,59,940,903,OHIO FOOD WAREHOUSE,OHIO,3114,EXPORT PACKERS_(SEAFOOD),98832975,BRANDS GLOBAL CO.
3362101,2020-11-22,2020-11-20,REGULAR,1,1,88.82,88.82,2020,67,64,TEXAS,760645,COOP GLD CKD SHRP PLATTER W SAUCE Z,30,59,940,904,TEXAS FOOD WAREHOUSE,TEXAS,3114,EXPORT PACKERS_(SEAFOOD),98832975,BRANDS GLOBAL CO.
3907668,2019-10-29,2019-10-26,REGULAR,1,1,67.73,67.73,110,7,64,TEXAS,702316,COOP GOLD COCONUT SHRIMP           ,30,59,940,904,TEXAS FOOD WAREHOUSE,TEXAS,3114,EXPORT PACKERS_(SEAFOOD),98832975,BRANDS GLOBAL CO.
5668528,2017-12-22,2017-12-21,REGULAR,1,1,64.86,64.86,7331,3,64,FLORIDA,227256,COOP GOLD CKD WHITE SHRP  40-44/BAG,30,59,940,903,OHIO FOOD WAREHOUSE,OHIO,3114,EXPORT PACKERS_(SEAFOOD),98832975,BRANDS GLOBAL CO.
5697071,2018-02-21,2018-02-18,REGULAR,1,1,95.76,95.76,10225,1,0,MICHIGAN,517458,COOP GOLD LARGE CKD SHRMP 19/23/BAG,30,59,940,903,OHIO FOOD WAREHOUSE,OHIO,3114,EXPORT PACKERS_(SEAFOOD),98832971,THE GROCERY GROUP
6357975,2018-06-19,2018-06-17,REGULAR,1,1,60.58,60.58,387,2,64,ARIZONA,879114,COOP GOLD SEAFOOD MEDLEY  Z        ,30,59,940,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3114,EXPORT PACKERS_(SEAFOOD),98832975,BRANDS GLOBAL CO.
1669601,2018-12-27,2018-12-26,REGULAR,1,1,60.71,60.71,1819,1,64,TEXAS,227256,COOP GOLD CKD WHITE SHRP  40-44/BAG,30,59,940,905,MISSOURI FOOD WAREHOUSE,MISSOURI,3114,EXPORT PACKERS_(SEAFOOD),98832975,BRANDS GLOBAL CO.
5243737,2019-11-01,2019-10-31,REGULAR,1,1,35.02,35.02,2602,1,0,ARIZONA,355321,COOP GOLD POLLOCK FILLETS          ,30,59,940,903,OHIO FOOD WAREHOUSE,OHIO,3114,EXPORT PACKERS_(SEAFOOD),98832971,THE GROCERY GROUP
6367592,2019-10-09,2019-10-08,REGULAR,1,1,57.62,57.62,1691,12,64,ARIZONA,227256,COOP GOLD CKD WHITE SHRP  40-44/BAG,30,59,940,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3114,EXPORT PACKERS_(SEAFOOD),98832975,BRANDS GLOBAL CO.
3859204,2019-08-19,2019-08-16,REGULAR,1,1,75.34,75.34,47,1,9,TEXAS,517458,COOP GOLD LARGE CKD SHRMP 19/23/BAG,30,59,940,904,TEXAS FOOD WAREHOUSE,TEXAS,3114,EXPORT PACKERS_(SEAFOOD),98832975,BRANDS GLOBAL CO.
3523634,2018-03-19,2018-03-17,REGULAR,30,30,2140.8,71.36,2438,11,64,TEXAS,227421,COOP GOLD RAW WHITE SHRP  26-30 E/P,30,59,940,904,TEXAS FOOD WAREHOUSE,TEXAS,3114,EXPORT PACKERS_(SEAFOOD),98832975,BRANDS GLOBAL CO.
6943526,2019-04-26,2019-04-25,REGULAR,1,1,55.49,55.49,387,17,64,ARIZONA,227504,COOP GOLD RAW WHITE SHRP  34-38/BAG,30,59,940,902,FLORIDA FOOD WAREHOUSE,FLORIDA,3114,EXPORT PACKERS_(SEAFOOD),98832975,BRANDS GLOBAL CO.
3697522,2018-11-30,2018-11-26,REGULAR,1,0,0.0,0.0,655,41,64,TEXAS,2439966,COOP GOLD BASA FILLETS             ,30,59,940,904,TEXAS FOOD WAREHOUSE,TEXAS,3114,EXPORT PACKERS_(SEAFOOD),98832975,BRANDS GLOBAL CO.
3864145,2019-08-23,2019-08-22,REGULAR,8,8,86.64,10.83,2438,5,61,TEXAS,590638,DDA COARSE WW FLOUR                ,30,50,300,904,TEXAS FOOD WAREHOUSE,TEXAS,3117,DAWN FOOD PRODUCTS (CANADA) LTD,98832975,BRANDS GLOBAL CO.
3726924,2019-01-19,2019-01-15,PROMOTIONAL,4,4,306.64,76.66,1811,1,62,TEXAS,266114,C.GOLD PINK SALMON                 ,30,6,75,904,TEXAS FOOD WAREHOUSE,TEXAS,3120,CALKINS & BURKE LTD,98832975,BRANDS GLOBAL CO.
5267184,2019-12-09,2019-12-05,REGULAR,4,4,241.24,60.31,10858,1,0,ARIZONA,993626,CHKN WING ZINGER 75-105CT FC FZ    ,30,51,675,903,OHIO FOOD WAREHOUSE,OHIO,3131,MAPLE LEAF CONSUMER FOODS INC,98832971,THE GROCERY GROUP
5656430,2017-11-29,2017-11-27,REGULAR,3,3,95.19,31.73,1984,1,0,ARIZONA,850396,WEINER ROLLERGRILL SCH 6' 6/1 FZ   ,30,51,650,903,OHIO FOOD WAREHOUSE,OHIO,3131,MAPLE LEAF CONSUMER FOODS INC,98832971,THE GROCERY GROUP
5234416,2019-10-20,2019-10-18,REGULAR,1,0,0.0,0.0,67,4,0,MICHIGAN,923334,HAM OLD FASH MSD FR GF             ,30,50,84,903,OHIO FOOD WAREHOUSE,OHIO,3131,MAPLE LEAF CONSUMER FOODS INC,98832971,THE GROCERY GROUP
5179849,2019-07-30,2019-07-29,REGULAR,1,1,34.6,9.01,16139,2,0,ARIZONA,493700,HAM TOUPIE BNLS SMKD 4.6K FR       ,30,50,84,903,OHIO FOOD WAREHOUSE,OHIO,3131,MAPLE LEAF CONSUMER FOODS INC,98832971,THE GROCERY GROUP
5901899,2018-12-27,2018-12-23,REGULAR,2,2,82.28,41.14,83,1,0,ARIZONA,832782,BACON 16/18 LAYER OLYMPIC FZ       ,30,51,650,903,OHIO FOOD WAREHOUSE,OHIO,3131,MAPLE LEAF CONSUMER FOODS INC,98832971,THE GROCERY GROUP
6647710,2020-03-19,2020-03-17,REGULAR,1,1,3.54,3.54,2020,68,70,TEXAS,5130349,SWITCH PLATE 2 GANG WHITE          ,40,11,710,901,FLORIDA HABS WAREHOUSE,FLORIDA,3141,EATON WIRING DEVICES (CANADA),98832975,BRANDS GLOBAL CO.
6893558,2019-04-03,2019-03-30,REGULAR,1,1,9.42,9.42,2061,16,73,TEXAS,5131685,UNIVERSAL ANGLE PLUG 30/50A 250V   ,40,11,150,901,FLORIDA HABS WAREHOUSE,FLORIDA,3141,EATON WIRING DEVICES (CANADA),98832975,BRANDS GLOBAL CO.
6222456,2018-04-15,2018-04-12,REGULAR,1,1,8.1,8.1,110,3,20,TEXAS,5131743,1254-BOX FLUSHMOUNT RECEP 50A 250V ,40,11,150,901,FLORIDA HABS WAREHOUSE,FLORIDA,3141,EATON WIRING DEVICES (CANADA),98832975,BRANDS GLOBAL CO.
6976556,2019-05-15,2019-05-10,REGULAR,3,3,15.15,5.05,2871,3,70,ARIZONA,5131172,HD 3-WAY SWITCH 20A WHITE          ,40,11,700,901,FLORIDA HABS WAREHOUSE,FLORIDA,3141,EATON WIRING DEVICES (CANADA),98832975,BRANDS GLOBAL CO.
6827929,2020-07-28,2020-07-24,REGULAR,1,1,21.98,21.98,2871,3,70,ARIZONA,5164744,DESIGNER 3-WAY SWITCH BRONZE       ,40,11,670,901,FLORIDA HABS WAREHOUSE,FLORIDA,3141,EATON WIRING DEVICES (CANADA),98832975,BRANDS GLOBAL CO.
6824551,2020-07-23,2020-07-22,REGULAR,18,18,14.4,0.8,2312,6,20,ARIZONA,5130471,2129W-BOX BLANK WALLPLATE WHITE    ,40,11,710,901,FLORIDA HABS WAREHOUSE,FLORIDA,3141,EATON WIRING DEVICES (CANADA),98832975,BRANDS GLOBAL CO.
6602606,2020-02-23,2020-02-19,PROMOTIONAL,4,4,8.08,2.02,110,3,70,TEXAS,5131842,SIX OUTLET TAP WHITE 15A 125V      ,40,11,220,901,FLORIDA HABS WAREHOUSE,FLORIDA,3141,EATON WIRING DEVICES (CANADA),98832975,BRANDS GLOBAL CO.
6745422,2020-05-25,2020-05-21,REGULAR,1,1,2.93,2.93,75310,1,0,TEXAS,5166913,RUBBER PIGTAIL LAMP HOLDER         ,40,11,380,901,FLORIDA HABS WAREHOUSE,FLORIDA,3141,EATON WIRING DEVICES (CANADA),98832975,BRANDS GLOBAL CO.
6975410,2019-05-16,2019-05-10,PROMOTIONAL,1,1,15.96,15.96,2020,29,70,TEXAS,5131412,DECORATOR RECEPTICLE 15A WHITE     ,40,11,350,901,FLORIDA HABS WAREHOUSE,FLORIDA,3141,EATON WIRING DEVICES (CANADA),98832975,BRANDS GLOBAL CO.
6957983,2018-03-27,2018-03-25,REGULAR,1,1,8.12,8.12,1934,50,70,ARIZONA,5130703,2152W-BOX DECOR PLATE 2 GANG WHITE ,40,11,740,901,FLORIDA HABS WAREHOUSE,FLORIDA,3141,EATON WIRING DEVICES (CANADA),98832975,BRANDS GLOBAL CO.
6737985,2017-11-30,2017-11-29,REGULAR,4,4,5.16,1.29,2142,3,24,ARIZONA,5132089,BP26016BSP-C 2 WIRE BR EZ-INST PLUG,40,11,170,901,FLORIDA HABS WAREHOUSE,FLORIDA,3141,EATON WIRING DEVICES (CANADA),98832975,BRANDS GLOBAL CO.
6760167,2019-01-23,2019-01-21,REGULAR,2,2,13.18,6.59,2013,2,70,ARIZONA,5131313,DUPLEX RECEPTICLE 15A IVORY        ,40,11,350,901,FLORIDA HABS WAREHOUSE,FLORIDA,3141,EATON WIRING DEVICES (CANADA),98832975,BRANDS GLOBAL CO.
6807209,2018-01-14,2018-01-11,REGULAR,2,2,32.9,16.45,110,3,20,TEXAS,4737581,33483 MAX 3MIL CNTRCR 33X48 32PK   ,40,7,170,901,FLORIDA HABS WAREHOUSE,FLORIDA,3142,POLYETHICS INDUSTRIES,98832975,BRANDS GLOBAL CO.
6499265,2019-12-19,2019-12-18,REGULAR,1,1,68.85,68.85,1983,1,70,TEXAS,180273,DOWNSPOUT ROUND NATURAL 10-IN      ,0,40,705,901,FLORIDA HABS WAREHOUSE,FLORIDA,3151,FLEXAHOPPER PLASTICS LTD,98832975,BRANDS GLOBAL CO.
6672483,2018-12-06,2018-12-03,REGULAR,1,1,9.52,9.52,655,13,70,TEXAS,5202296,TOILET TANK REPAIR FILL VALVE      ,40,12,545,901,FLORIDA HABS WAREHOUSE,FLORIDA,3159,FLUIDMASTER INC,98832975,BRANDS GLOBAL CO.
