invoice_number,invoice_date,order_date,order_type,order_quantity,shipped_quantity,sales_amount,unit_price,customer_id,customer_location,customer_department,customer_province,item_id,item_description,item_department,item_section,item_group,warehouse_number,warehouse_name,warehouse_region_name,vendor_number,vendor_name,supplier_id,supplier_name
6735217,2017-11-29,2017-11-28,REGULAR,6,6,3.36,0.56,410,10,9,TEXAS,428714,600890 1-1/2 IN 45 DEG ELB(027241) ,40,12,170,901,FLORIDA HABS WAREHOUSE,FLORIDA,1004,BOW PLUMBING GROUP INC.,98832975,BRANDS GLOBAL CO.
6165708,2019-06-26,2019-06-24,REGULAR,3,3,12.0,4.0,1375,1,83,ARIZONA,408872,ABS COUPLER REDUCER 4 X 3-IN       ,40,12,160,901,FLORIDA HABS WAREHOUSE,FLORIDA,1004,BOW PLUMBING GROUP INC.,98832975,BRANDS GLOBAL CO.
6517073,2018-09-10,2018-09-08,REGULAR,4,4,7.16,1.79,2196,1,70,CALIFORNIA,354274,ABS TRAP ADAPTER MPT 1-1/2X1-1/4   ,40,12,120,901,FLORIDA HABS WAREHOUSE,FLORIDA,1004,BOW PLUMBING GROUP INC.,98832975,BRANDS GLOBAL CO.
6723693,2020-05-13,2020-05-09,REGULAR,4,4,19.6,4.9,1934,50,70,ARIZONA,222679,ABS CLEANOUT ADAPTER 3-IN          ,40,12,120,901,FLORIDA HABS WAREHOUSE,FLORIDA,1004,BOW PLUMBING GROUP INC.,98832975,BRANDS GLOBAL CO.
6766514,2019-01-28,2019-01-25,REGULAR,6,6,62.58,10.43,75379,201,0,TEXAS,431999,ABS ELBOW STREET 90 DEGREE 4-IN    ,40,12,180,901,FLORIDA HABS WAREHOUSE,FLORIDA,1004,BOW PLUMBING GROUP INC.,98832975,BRANDS GLOBAL CO.
6950683,2019-05-01,2019-04-29,REGULAR,6,6,9.42,1.57,1709,44,70,TEXAS,431155,ABS THREADED PLUG WITH GASKET 3-IN ,40,12,150,901,FLORIDA HABS WAREHOUSE,FLORIDA,1004,BOW PLUMBING GROUP INC.,98832975,BRANDS GLOBAL CO.
6519529,2018-09-12,2018-09-10,REGULAR,1,0,0.0,0.0,3225,1,0,ARIZONA,313825,ABS TEE LEFT SIDE INLET 3 X 1 1/2-I,40,12,220,901,FLORIDA HABS WAREHOUSE,FLORIDA,1004,BOW PLUMBING GROUP INC.,98832975,BRANDS GLOBAL CO.
6375048,2018-06-27,2018-06-26,REGULAR,2,2,9.02,4.51,1891,1,23,TEXAS,408773,ABS COUPLER REDUCER 4 X 2-IN       ,40,12,160,901,FLORIDA HABS WAREHOUSE,FLORIDA,1004,BOW PLUMBING GROUP INC.,98832975,BRANDS GLOBAL CO.
6678089,2020-04-06,2020-04-03,REGULAR,20,20,13.4,0.67,2438,9,70,TEXAS,429696,ABS BUSHING 2 X 1-1/2-IN           ,40,12,140,901,FLORIDA HABS WAREHOUSE,FLORIDA,1004,BOW PLUMBING GROUP INC.,98832975,BRANDS GLOBAL CO.
6751519,2020-05-28,2020-05-26,REGULAR,4,4,15.28,3.82,2749,4,20,TEXAS,463927,ABS ELBOW 22-1/2 DEGREE 3-IN       ,40,12,170,901,FLORIDA HABS WAREHOUSE,FLORIDA,1004,BOW PLUMBING GROUP INC.,98832975,BRANDS GLOBAL CO.
6716246,2020-05-03,2020-04-29,REGULAR,7,7,4.76,0.68,1307,6,81,TEXAS,428052,ABS ELBOW 90 DEGREE 1 1/2-IN       ,40,12,170,901,FLORIDA HABS WAREHOUSE,FLORIDA,1004,BOW PLUMBING GROUP INC.,98832975,BRANDS GLOBAL CO.
6334791,2019-09-23,2019-09-20,REGULAR,1,1,3.77,3.77,75522,1,0,TEXAS,431973,ABS P-TRAP WITH CLEANOUT 1 1/2-IN  ,40,12,210,901,FLORIDA HABS WAREHOUSE,FLORIDA,1004,BOW PLUMBING GROUP INC.,98832975,BRANDS GLOBAL CO.
6398819,2019-10-28,2019-10-25,REGULAR,11,11,10.45,0.95,2214,1,70,ARIZONA,5229190,PEX POLYALLOY ELBOW 90 DEGREE 3/4IN,40,12,330,901,FLORIDA HABS WAREHOUSE,FLORIDA,1004,BOW PLUMBING GROUP INC.,98832975,BRANDS GLOBAL CO.
5772139,2018-06-25,2018-06-19,REGULAR,1,1,20.06,20.06,2579,1,0,FLORIDA,592519,CENTSIBLES SLICED BOLOGNA          ,30,50,84,903,OHIO FOOD WAREHOUSE,OHIO,101,MAPLE LEAF CONSUMER FOODS,98832971,THE GROCERY GROUP
5236224,2019-10-22,2019-10-21,REGULAR,2,2,58.36,29.18,16139,2,0,ARIZONA,127894,C.C PIZZA CRUST FLAT 14IN P/B FZ   ,30,51,600,903,OHIO FOOD WAREHOUSE,OHIO,1011,CRUST CRAFT INC.,98832971,THE GROCERY GROUP
3281668,2020-08-12,2020-08-10,REGULAR,1,0,0.0,0.0,16262,1,0,TEXAS,2473791,++LYS WIPES CITRUS 3X80CT  VP      ,30,41,113,904,TEXAS FOOD WAREHOUSE,TEXAS,1018,RECKITT BENCKISER,98832971,THE GROCERY GROUP
3269292,2020-07-27,2020-07-25,REGULAR,1,1,42.66,42.66,2015,1,9,TEXAS,171959,AIRWICK SO VAN PASS TWIN  REFILL   ,30,37,215,904,TEXAS FOOD WAREHOUSE,TEXAS,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
5432495,2020-07-18,2020-07-18,REGULAR,1,0,0.0,0.0,2142,5,62,ARIZONA,6265748,LYSOL TOILET BOWL CLEANER 2PK      ,30,41,431,903,OHIO FOOD WAREHOUSE,OHIO,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
1630931,2018-10-12,2018-10-11,REGULAR,1,1,79.83,79.83,185,1,9,CALIFORNIA,703744,FINISH JET-DRY ORIGINAL            ,30,40,300,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
5267415,2019-12-06,2019-12-05,REGULAR,1,1,26.6,26.6,2312,3,62,ARIZONA,947473,LYSOL WIPES 80CT SPRING   WTRFALL  ,30,41,113,903,OHIO FOOD WAREHOUSE,OHIO,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
1899362,2020-05-28,2020-05-28,REGULAR,1,0,0.0,0.0,2144,48,62,CALIFORNIA,947473,LYSOL WIPES 80CT SPRING   WTRFALL  ,30,41,113,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
6468572,2019-12-02,2019-12-02,REGULAR,1,1,17.82,17.82,387,20,62,ARIZONA,2473791,LYSOL WIPES CITRUS 3X80CT  VP      ,30,41,113,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
3264817,2020-07-17,2020-07-16,REGULAR,1,0,0.0,0.0,2438,33,62,TEXAS,911156,FINISH QUANTUM                     ,30,40,100,904,TEXAS FOOD WAREHOUSE,TEXAS,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
1862976,2020-03-18,2020-03-17,REGULAR,1,0,0.0,0.0,2305,1,62,CALIFORNIA,573410,LYSOL ALL PURP LMN CLEANR 4IN1     ,30,41,102,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
5938847,2019-02-22,2019-02-21,REGULAR,1,1,25.09,25.09,1984,1,0,ARIZONA,841296,LYSOL ACT GEL BWL WTRFALL  CLEANER ,30,41,431,903,OHIO FOOD WAREHOUSE,OHIO,1018,RECKITT BENCKISER,98832971,THE GROCERY GROUP
1878031,2020-04-16,2020-04-16,REGULAR,1,1,32.28,32.28,1775,31,62,CALIFORNIA,947465,LYSOL WIPES CITRUS 80CT            ,30,41,113,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
1982570,2020-11-19,2020-11-18,REGULAR,1,0,0.0,0.0,185,1,62,CALIFORNIA,680264,LYSOL MAX SPRY GARDN RAIN DSNFCTNT ,30,37,60,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
5359392,2020-04-19,2020-04-17,REGULAR,1,0,0.0,0.0,10810,1,0,ARIZONA,496877,LYSOL DISINFCT WIPE CITRS SCENT    ,30,41,112,903,OHIO FOOD WAREHOUSE,OHIO,1018,RECKITT BENCKISER,98832971,THE GROCERY GROUP
1872857,2020-04-06,2020-04-04,REGULAR,1,0,0.0,0.0,1775,41,60,CALIFORNIA,496877,LYSOL DISINFCT WIPE CITRS SCENT    ,30,41,112,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
3164151,2020-03-04,2020-03-03,REGULAR,1,1,39.92,39.92,2073,45,9,TEXAS,467936,AWICK SO GLACI BAY TW RFL          ,30,37,215,904,TEXAS FOOD WAREHOUSE,TEXAS,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
3212256,2020-05-06,2020-05-05,REGULAR,1,0,0.0,0.0,1693,1,60,TEXAS,668954,LYSOL DISINF WIPE SPRNG   WTR      ,30,41,112,904,TEXAS FOOD WAREHOUSE,TEXAS,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
1920141,2020-07-12,2020-07-10,REGULAR,1,0,0.0,0.0,462,1,0,OHIO,2415453,++LYSOL WPS 80CT CRISP    LINEN    ,30,41,113,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1018,RECKITT BENCKISER,98832971,THE GROCERY GROUP
6872968,2018-02-19,2018-02-16,REGULAR,1,1,28.44,28.44,1934,1,62,ARIZONA,2448751,AWICK ESSNTL   MIST RFL   LAV&ALMD ,30,37,226,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
6427228,2018-07-25,2018-07-24,REGULAR,1,1,50.46,50.46,387,6,62,ARIZONA,414110,EASYOFF OVEN FUME/FREE/MX CLEANER  ,30,41,600,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
6683240,2020-04-09,2020-04-08,REGULAR,1,1,42.16,42.16,387,4,62,ARIZONA,171959,AIRWICK SO VAN PASS TWIN  REFILL   ,30,37,215,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
3250497,2020-06-26,2020-06-25,REGULAR,1,0,0.0,0.0,2438,5,62,TEXAS,2415453,++LYSOL WPS 80CT CRISP    LINEN    ,30,41,113,904,TEXAS FOOD WAREHOUSE,TEXAS,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
6241186,2018-04-24,2018-04-21,REGULAR,1,1,65.52,65.52,10768,1,0,ARIZONA,755017,FINISH POWERBALL ALL IN 1  FRESH   ,30,40,100,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1018,RECKITT BENCKISER,98832971,THE GROCERY GROUP
1937736,2020-08-20,2020-08-19,REGULAR,1,0,0.0,0.0,1869,1,62,CALIFORNIA,6291926,LYSOL DISINF SPRAY CRISP  TO GO 28G,30,37,61,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
6207974,2018-04-06,2018-04-05,REGULAR,1,1,33.6,33.6,387,7,62,ARIZONA,503789,LYSOL TOILET BOWL CLEANER          ,30,41,430,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
1845630,2020-02-06,2020-02-05,REGULAR,2,2,58.16,29.08,271,22,62,CALIFORNIA,2472611,LYSOL TOILET BOWL CLEANER 2PK 710ML,30,41,431,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
3748865,2019-02-22,2019-02-20,REGULAR,1,1,60.15,60.15,1840,1,9,TEXAS,911156,FINISH QUANTUM                     ,30,40,100,904,TEXAS FOOD WAREHOUSE,TEXAS,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
3175558,2020-03-23,2020-03-21,REGULAR,1,0,0.0,0.0,2486,7,62,TEXAS,733550,LYSOL DISINFCT  SPRY ERLY MRN BRZ  ,30,37,60,904,TEXAS FOOD WAREHOUSE,TEXAS,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
5240324,2019-10-28,2019-10-27,REGULAR,1,1,52.56,52.56,1954,27,62,MICHIGAN,414110,EASYOFF OVEN FUME/FREE/MX CLEANER  ,30,41,600,903,OHIO FOOD WAREHOUSE,OHIO,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
3329451,2020-10-13,2020-10-09,REGULAR,2,0,0.0,0.0,10937,1,0,TEXAS,947465,LYSOL WIPES CITRUS 80CT            ,30,41,113,904,TEXAS FOOD WAREHOUSE,TEXAS,1018,RECKITT BENCKISER,98832971,THE GROCERY GROUP
3681881,2018-11-07,2018-11-06,REGULAR,1,1,33.6,33.6,322,1,62,TEXAS,503789,LYSOL TOILET BOWL CLEANER          ,30,41,430,904,TEXAS FOOD WAREHOUSE,TEXAS,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
5399139,2020-06-08,2020-06-05,REGULAR,1,1,28.44,28.44,2214,7,62,ARIZONA,735993,LYSOL MULT PURP CLN LEMON 1.2L     ,30,41,108,903,OHIO FOOD WAREHOUSE,OHIO,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
3252639,2020-07-02,2020-06-30,REGULAR,1,0,0.0,0.0,1709,41,62,TEXAS,947473,LYSOL WIPES 80CT SPRING   WTRFALL  ,30,41,113,904,TEXAS FOOD WAREHOUSE,TEXAS,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
3693689,2018-11-23,2018-11-20,REGULAR,1,1,31.92,31.92,2205,1,0,TEXAS,921742,LYSOL TOILET BWL DEEP RCH  CLEANER ,30,41,430,904,TEXAS FOOD WAREHOUSE,TEXAS,1018,RECKITT BENCKISER,98832971,THE GROCERY GROUP
3278095,2020-08-06,2020-08-05,REGULAR,2,2,64.56,32.28,1974,5,9,CALIFORNIA,947465,LYSOL WIPES CITRUS 80CT            ,30,41,113,904,TEXAS FOOD WAREHOUSE,TEXAS,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
1481853,2017-12-01,2017-11-30,REGULAR,1,1,80.52,80.52,185,42,9,CALIFORNIA,703744,FINISH JET-DRY ORIGINAL            ,30,40,300,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1018,RECKITT BENCKISER,98832975,BRANDS GLOBAL CO.
5259363,2019-11-25,2019-11-24,REGULAR,1,0,0.0,0.0,10453,1,0,ARIZONA,841296,LYSOL ACT GEL BWL WTRFALL  CLEANER ,30,41,431,903,OHIO FOOD WAREHOUSE,OHIO,1018,RECKITT BENCKISER,98832971,THE GROCERY GROUP
5866602,2018-11-05,2018-11-03,REGULAR,1,0,0.0,0.0,168,1,62,ARIZONA,275347,NSTL SPORT CP WATR 12X710          ,30,18,85,903,OHIO FOOD WAREHOUSE,OHIO,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
6247413,2019-08-03,2019-08-02,REGULAR,2,2,36.88,18.44,387,8,62,ARIZONA,2478758,SAN PELL ESSENZA CHERRY            ,30,18,79,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
3617480,2018-08-07,2018-08-05,PROMOTIONAL,30,30,274.5,9.15,208,5,9,TEXAS,274423,NSTL PUR LIFE WATR 28X500          ,30,18,85,904,TEXAS FOOD WAREHOUSE,TEXAS,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
5237440,2019-10-25,2019-10-23,REGULAR,1,1,8.67,8.67,2620,21,62,ARIZONA,593400,PERRIER PINK GRAPEFRUIT            ,30,18,84,903,OHIO FOOD WAREHOUSE,OHIO,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
6329221,2018-06-03,2018-06-02,REGULAR,2,2,38.98,19.49,387,3,62,ARIZONA,962829,PERRIER SLIM CAN GRAPEFRT          ,30,18,83,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
5279386,2019-12-29,2019-12-28,REGULAR,4,4,41.96,10.49,646,2,62,MICHIGAN,2483493,NSTLE PURE LIFE 35X500ML           ,30,18,85,903,OHIO FOOD WAREHOUSE,OHIO,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
1831685A,2020-01-06,2020-01-04,REGULAR,1,1,8.23,8.23,2059,33,62,CALIFORNIA,592881,PERRIER ORIGINAL                   ,30,18,84,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
1562323,2018-05-23,2018-05-22,PROMOTIONAL,30,30,156.3,5.21,2754,6,62,CALIFORNIA,274423,NSTL PUR LIFE WATR 28X500          ,30,18,85,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
5448254,2020-08-10,2020-08-09,REGULAR,1,1,17.52,17.52,2620,1,62,ARIZONA,632620,SAN PELL SPRKLNG ARAN RSS          ,30,18,87,903,OHIO FOOD WAREHOUSE,OHIO,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
6684921,2020-04-08,2020-04-07,REGULAR,2,2,38.38,19.19,387,13,62,ARIZONA,298448,PERRIER SLIM CAN LEMON    10X250ML ,30,18,83,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
6111655,2019-05-22,2019-05-20,REGULAR,1,1,19.0,19.0,2486,6,62,TEXAS,467258,SAN PELL SPRKLNG POMPELMO 6X330ML  ,30,18,87,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
3626322,2018-08-18,2018-08-17,REGULAR,6,0,0.0,0.0,2014,12,60,TEXAS,274423,NSTL PUR LIFE WATR 28X500          ,30,18,85,904,TEXAS FOOD WAREHOUSE,TEXAS,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
5882364,2018-11-26,2018-11-24,PROMOTIONAL,1,1,17.56,17.56,2789,1,60,ARIZONA,2489425,SAN PELL SPRKLNG TEA PCH    6X250ML,30,18,485,903,OHIO FOOD WAREHOUSE,OHIO,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
6503891,2019-12-23,2019-12-21,REGULAR,1,1,15.16,15.16,2059,33,62,CALIFORNIA,219311,SAN PELL SPARKLNG LIMONAT  6X330ML ,30,18,87,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
6228640,2018-04-18,2018-04-15,REGULAR,1,1,18.67,18.67,10613,1,0,ARIZONA,962779,SAN PELL MELOGRAN ARANCIA          ,30,18,87,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1021,NESTLE WATERS CANADA,98832971,THE GROCERY GROUP
6673419,2020-04-01,2020-04-01,REGULAR,2,0,0.0,0.0,387,20,62,ARIZONA,2489433,PERRIER & JUICE PINEAPPLE          ,30,18,74,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
3518345,2018-03-09,2018-03-08,REGULAR,1,1,4.02,4.02,1811,1,62,TEXAS,203570,NESTLE PURE LIFE WATER    12X330ML ,30,18,85,904,TEXAS FOOD WAREHOUSE,TEXAS,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
5435339,2020-07-23,2020-07-22,REGULAR,1,1,19.04,19.04,985,1,62,ARIZONA,632596,PERRIER SLIM CAN LIME 10X 250ML    ,30,18,83,903,OHIO FOOD WAREHOUSE,OHIO,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
5333263,2020-03-19,2020-03-16,REGULAR,1,1,8.83,8.83,2620,22,62,ARIZONA,592881,PERRIER ORIGINAL                   ,30,18,84,903,OHIO FOOD WAREHOUSE,OHIO,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
6196114,2019-07-06,2019-07-05,REGULAR,1,0,0.0,0.0,387,9,62,ARIZONA,2489474,SAN PELL FANTASIA ORG/APL          ,30,18,75,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
5641357,2017-11-01,2017-10-30,REGULAR,1,1,22.38,22.38,3912,1,60,MICHIGAN,300046,PERRIER REGULAR 6X500ML            ,30,18,83,903,OHIO FOOD WAREHOUSE,OHIO,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
5268119,2019-12-08,2019-12-07,REGULAR,2,2,22.14,11.07,766,1,0,ARIZONA,720326,NEST SPLASH LEMON FLAV WTR 6X500ML ,30,18,92,903,OHIO FOOD WAREHOUSE,OHIO,1021,NESTLE WATERS CANADA,98832971,THE GROCERY GROUP
3207336,2020-04-30,2020-04-29,REGULAR,1,1,10.03,10.03,110,1,60,TEXAS,590588,PERRIER LEMON                      ,30,18,84,904,TEXAS FOOD WAREHOUSE,TEXAS,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
6672243,2018-11-30,2018-11-29,EMERG TRANSFER,112,112,901.6,8.05,6868,1,0,ARIZONA,593400,PERRIER PINK GRAPEFRUIT            ,30,18,84,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1021,NESTLE WATERS CANADA,98832975,BRANDS GLOBAL CO.
6889186,2020-09-15,2020-09-11,REGULAR,2,0,0.0,0.0,2645,2,70,ARIZONA,5134168,18/2 LAMP CORD BROWN 7.5-M         ,40,11,140,901,FLORIDA HABS WAREHOUSE,FLORIDA,1032,SOUTHWIRE COMPANY,98832975,BRANDS GLOBAL CO.
6460004,2019-11-28,2019-11-26,REGULAR,1,1,60.54,60.54,75496,1,0,TEXAS,5108881,NMD90 BUILDING WIRE 14-2 75M       ,40,11,180,901,FLORIDA HABS WAREHOUSE,FLORIDA,1032,SOUTHWIRE COMPANY,98832975,BRANDS GLOBAL CO.
6532171,2018-09-18,2018-09-16,REGULAR,1,1,29.0,29.0,2645,2,70,ARIZONA,4443453,CONCRETE SCREW HEX 1/4X1-3/4 25PK  ,40,4,105,901,FLORIDA HABS WAREHOUSE,FLORIDA,1033,COBRA ANCHORS CO. LTD,98832975,BRANDS GLOBAL CO.
6791561,2019-02-12,2019-02-08,REGULAR,9,9,11.7,1.3,2438,7,23,TEXAS,4442331,HOLLOW WALL ANCHOR SHORT 1/8-IN 6PK,40,4,160,901,FLORIDA HABS WAREHOUSE,FLORIDA,1033,COBRA ANCHORS CO. LTD,98832975,BRANDS GLOBAL CO.
6780731,2019-02-05,2019-02-02,REGULAR,3,3,15.63,5.21,2061,4,70,TEXAS,4443693,CONCRETE SCREW HEX 1/4X3-1/4 10PK  ,40,4,105,901,FLORIDA HABS WAREHOUSE,FLORIDA,1033,COBRA ANCHORS CO. LTD,98832975,BRANDS GLOBAL CO.
6578464,2020-02-07,2020-02-05,REGULAR,2,2,2.64,1.32,2312,6,20,ARIZONA,4442794,PLASTIC ANCHOR #8-10 X 1-1/4IN 10PK,40,4,160,901,FLORIDA HABS WAREHOUSE,FLORIDA,1033,COBRA ANCHORS CO. LTD,98832975,BRANDS GLOBAL CO.
6922657,2019-04-16,2019-04-14,REGULAR,1,1,6.23,6.23,1934,50,70,ARIZONA,4441945,WALLDRILLER ANCHOR / SCREW #8 4 PK ,40,4,250,901,FLORIDA HABS WAREHOUSE,FLORIDA,1033,COBRA ANCHORS CO. LTD,98832975,BRANDS GLOBAL CO.
6515106,2020-01-02,2019-12-30,REGULAR,1,1,19.94,19.94,5650,1,0,ARIZONA,4442059,WALLDRILLER ANCHOR /SCREW #8 10PK  ,40,4,260,901,FLORIDA HABS WAREHOUSE,FLORIDA,1033,COBRA ANCHORS CO. LTD,98832975,BRANDS GLOBAL CO.
6296601,2019-09-02,2019-08-30,REGULAR,4,4,124.96,31.24,2300,6,20,CALIFORNIA,4446290,PARA WEDGE ANCHOR 3/8 X 5-IN 50 PK ,40,4,200,901,FLORIDA HABS WAREHOUSE,FLORIDA,1033,COBRA ANCHORS CO. LTD,98832975,BRANDS GLOBAL CO.
6546904,2020-01-31,2020-01-18,REGULAR,1,1,4.59,4.59,2312,14,9,ARIZONA,793414,SHOE ADHESIVE 110-ML               ,40,18,170,901,FLORIDA HABS WAREHOUSE,FLORIDA,1039,ECLECTIC PRODUCTS,98832975,BRANDS GLOBAL CO.
6928764,2019-04-19,2019-04-17,REGULAR,1,1,4.59,4.59,1869,3,20,CALIFORNIA,793414,SHOE ADHESIVE 110-ML               ,40,18,170,901,FLORIDA HABS WAREHOUSE,FLORIDA,1039,ECLECTIC PRODUCTS,98832975,BRANDS GLOBAL CO.
6863681,2019-03-19,2019-03-18,REGULAR,3,3,117.24,39.08,2486,25,70,TEXAS,5233408,LAVATORY FAUCET 1 HANDLE CHROME    ,40,12,410,901,FLORIDA HABS WAREHOUSE,FLORIDA,1044,MASCO CANADA LTS.,98832975,BRANDS GLOBAL CO.
6740133,2020-05-19,2020-05-17,REGULAR,5,5,8.25,1.65,2645,2,70,ARIZONA,5253034,VINYL TUBE 1/4 O.D X 1/8 I.D       ,40,12,447,901,FLORIDA HABS WAREHOUSE,FLORIDA,1044,MASCO CANADA LTS.,98832975,BRANDS GLOBAL CO.
6594438,2018-10-25,2018-10-23,REGULAR,3,3,126.66,42.22,2020,68,70,TEXAS,5251764,SHOWERHEAD 5-SET H20 KNETIC IGNTION,40,12,710,901,FLORIDA HABS WAREHOUSE,FLORIDA,1044,MASCO CANADA LTS.,98832975,BRANDS GLOBAL CO.
6943737,2020-10-27,2020-10-24,REGULAR,3,0,0.0,0.0,208,2,70,TEXAS,5233408,LAVATORY FAUCET 1 HANDLE CHROME    ,40,12,410,901,FLORIDA HABS WAREHOUSE,FLORIDA,1044,MASCO CANADA LTS.,98832975,BRANDS GLOBAL CO.
3886343,2019-09-24,2019-09-24,REGULAR,1,1,34.95,34.95,6764,1,0,TEXAS,2464055,WATERMELON RED  MINI      9CT 3421 ,30,85,195,904,TEXAS FOOD WAREHOUSE,TEXAS,1054,CH ROBINSON WORLDWIDE,98832971,THE GROCERY GROUP
6323613,2019-09-15,2019-09-14,REGULAR,1,1,31.0,31.0,10769,1,0,ARIZONA,2464055,WATERMELON RED  MINI      9CT 3421 ,30,85,195,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1054,CH ROBINSON WORLDWIDE,98832972,THE PRODUCE CLUB
6553177,2020-01-23,2020-01-21,REGULAR,1,1,4.25,4.25,1891,3,10,TEXAS,6072250,SS HUB NEEDLES 16 X 3/4 IN         ,20,10,370,901,FLORIDA HABS WAREHOUSE,FLORIDA,1062,REMEDY ANIMAL HEALTH PRODUCTS LTD.,98832975,BRANDS GLOBAL CO.
9823863,2019-06-26,2019-05-29,REGULAR,5,5,130.0,26.0,1691,51,70,ARIZONA,6069538,LEADER FEEDLOT TAGS 100S RED       ,20,9,70,901,FLORIDA HABS WAREHOUSE,FLORIDA,1062,REMEDY ANIMAL HEALTH PRODUCTS LTD.,98832975,BRANDS GLOBAL CO.
